EditorID,BaseMesh,PlanetMat_int,AtmoMat_int,AtmoMatOuter_int,FULL_Name,SurfaceTree,ScanMult,ANAM_Name,BodyType,MajorAxis,MinorAxis,Aphelion,Eccentricity,Incline_r,MeanOrbit,AxialTilt_r,RotationalVelocity,StartAngle,ApplyOrbitalVelocity,GeostationaryOrbit,GravityWell,Mass_Earth,Radius_km,SurfaceGravity,SystemID,ParentID,PlanetID,Life,Magnetosphere,PlanetType,Density,SettledStar,Special,HasRings,AtmosphereForm,AtmoFrac,AtmoRay,AtmoMie,BiomeNoiseFile,BNoiseType,THeightSeed,TMaxHeight_m,TemperatureC,PlanetaryRingType_kw,PlanetNotLandable_kw,DisableWaterOnPlanet_kw,LocTypeNoHumanPresence_kw,LocTypeNoPCMScanTreeContent_kw,FaunaExists_kw,Magnetosphere_kw,FaunaProbability_kw,FloraProbability_kw,Atmosphere_kw,FaunaAbundance_kw,FloraAbundance_kw,WaterQuality_kw,Gravity_kw,Pressure_kw,Temperature_kw,WaterAbundance_kw,PlanetType_kw,PlanetTrait01_kw,PlanetTrait02_kw,PlanetTrait03_kw,PlanetTrait04_kw,PlanetTrait05_kw,PlanetTrait06_kw,PlanetTrait07_kw,PlanetTrait08_kw,PlanetTrait09_kw,PlanetTrait10_kw,PlanetTrait11_kw,PlanetTrait12_kw,PlanetTrait13_kw,PlanetTrait14_kw,PlanetTrait15_kw,PlanetTrait16_kw,PlanetTrait17_kw,PlanetTrait18_kw,PlanetTrait19_kw,PlanetTrait20_kw,PlanetTrait21_kw,PlanetTrait22_kw,PlanetTrait23_kw,PlanetTrait24_kw,PlanetTrait25_kw,Biome0_Name,Biome0_Chance,Biome0_Fauna0,Biome0_Fauna1,Biome0_Fauna2,Biome0_Fauna3,Biome0_Fauna4,Biome0_Fauna5,Biome0_Fauna6,Biome0_Fauna7,Biome0_FloraCount,Biome0_Flora0_Frequency,Biome0_Flora0_Name,Biome0_Flora0_Resource,Biome0_Flora1_Frequency,Biome0_Flora1_Name,Biome0_Flora1_Resource,Biome0_Flora2_Frequency,Biome0_Flora2_Name,Biome0_Flora2_Resource,Biome0_Flora3_Frequency,Biome0_Flora3_Name,Biome0_Flora3_Resource,Biome0_Flora4_Frequency,Biome0_Flora4_Name,Biome0_Flora4_Resource,Biome1_Name,Biome1_Chance,Biome1_Fauna0,Biome1_Fauna1,Biome1_Fauna2,Biome1_Fauna3,Biome1_Fauna4,Biome1_Fauna5,Biome1_Fauna6,Biome1_Fauna7,Biome1_FloraCount,Biome1_Flora0_Frequency,Biome1_Flora0_Name,Biome1_Flora0_Resource,Biome1_Flora1_Frequency,Biome1_Flora1_Name,Biome1_Flora1_Resource,Biome1_Flora2_Frequency,Biome1_Flora2_Name,Biome1_Flora2_Resource,Biome1_Flora3_Frequency,Biome1_Flora3_Name,Biome1_Flora3_Resource,Biome1_Flora4_Frequency,Biome1_Flora4_Name,Biome1_Flora4_Resource,Biome2_Name,Biome2_Chance,Biome2_Fauna0,Biome2_Fauna1,Biome2_Fauna2,Biome2_Fauna3,Biome2_Fauna4,Biome2_Fauna5,Biome2_Fauna6,Biome2_Fauna7,Biome2_Fauna8,Biome2_FloraCount,Biome2_Flora0_Frequency,Biome2_Flora0_Name,Biome2_Flora0_Resource,Biome2_Flora1_Frequency,Biome2_Flora1_Name,Biome2_Flora1_Resource,Biome2_Flora2_Frequency,Biome2_Flora2_Name,Biome2_Flora2_Resource,Biome2_Flora3_Frequency,Biome2_Flora3_Name,Biome2_Flora3_Resource,Biome2_Flora4_Frequency,Biome2_Flora4_Name,Biome2_Flora4_Resource,Biome2_Flora5_Frequency,Biome2_Flora5_Name,Biome2_Flora5_Resource,Biome2_Flora6_Frequency,Biome2_Flora6_Name,Biome2_Flora6_Resource,Biome3_Name,Biome3_Chance,Biome3_Fauna0,Biome3_Fauna1,Biome3_Fauna2,Biome3_Fauna3,Biome3_Fauna4,Biome3_Fauna5,Biome3_Fauna6,Biome3_Fauna7,Biome3_Fauna8,Biome3_FloraCount,Biome3_Flora0_Frequency,Biome3_Flora0_Name,Biome3_Flora0_Resource,Biome3_Flora1_Frequency,Biome3_Flora1_Name,Biome3_Flora1_Resource,Biome3_Flora2_Frequency,Biome3_Flora2_Name,Biome3_Flora2_Resource,Biome3_Flora3_Frequency,Biome3_Flora3_Name,Biome3_Flora3_Resource,Biome3_Flora4_Frequency,Biome3_Flora4_Name,Biome3_Flora4_Resource,Biome3_Flora5_Frequency,Biome3_Flora5_Name,Biome3_Flora5_Resource,Biome3_Flora6_Frequency,Biome3_Flora6_Name,Biome3_Flora6_Resource,Biome4_Name,Biome4_Chance,Biome4_Fauna0,Biome4_Fauna1,Biome4_Fauna2,Biome4_Fauna3,Biome4_Fauna4,Biome4_Fauna5,Biome4_Fauna6,Biome4_FloraCount,Biome4_Flora0_Frequency,Biome4_Flora0_Name,Biome4_Flora0_Resource,Biome4_Flora1_Frequency,Biome4_Flora1_Name,Biome4_Flora1_Resource,Biome4_Flora2_Frequency,Biome4_Flora2_Name,Biome4_Flora2_Resource,Biome4_Flora3_Frequency,Biome4_Flora3_Name,Biome4_Flora3_Resource,Biome4_Flora4_Frequency,Biome4_Flora4_Name,Biome4_Flora4_Resource,Biome4_Flora5_Frequency,Biome4_Flora5_Name,Biome4_Flora5_Resource,Biome5_Name,Biome5_Chance,Biome5_Fauna0,Biome5_Fauna1,Biome5_Fauna2,Biome5_Fauna3,Biome5_Fauna4,Biome5_Fauna5,Biome5_Fauna6,Biome5_FloraCount,Biome5_Flora0_Frequency,Biome5_Flora0_Name,Biome5_Flora0_Resource,Biome5_Flora1_Frequency,Biome5_Flora1_Name,Biome5_Flora1_Resource,Biome5_Flora2_Frequency,Biome5_Flora2_Name,Biome5_Flora2_Resource,Biome5_Flora3_Frequency,Biome5_Flora3_Name,Biome5_Flora3_Resource,Biome5_Flora4_Frequency,Biome5_Flora4_Name,Biome5_Flora4_Resource,Biome5_Flora5_Frequency,Biome5_Flora5_Name,Biome5_Flora5_Resource,Biome6_Name,Biome6_Chance,Biome6_Fauna0,Biome6_Fauna1,Biome6_Fauna2,Biome6_Fauna3,Biome6_Fauna4,Biome6_Fauna5,Biome6_FloraCount,Biome6_Flora0_Frequency,Biome6_Flora0_Name,Biome6_Flora0_Resource,Biome6_Flora1_Frequency,Biome6_Flora1_Name,Biome6_Flora1_Resource,Biome6_Flora2_Frequency,Biome6_Flora2_Name,Biome6_Flora2_Resource,Biome6_Flora3_Frequency,Biome6_Flora3_Name,Biome6_Flora3_Resource,Biome6_Flora4_Frequency,Biome6_Flora4_Name,Biome6_Flora4_Resource,Biome7_Name,Biome7_Chance,Biome7_Fauna0,Biome7_Fauna1,Biome7_Fauna2,Biome7_Fauna3,Biome7_Fauna4,Biome7_Fauna5,Biome7_Fauna6,Biome7_FloraCount,Biome7_Flora0_Frequency,Biome7_Flora0_Name,Biome7_Flora0_Resource,Biome7_Flora1_Frequency,Biome7_Flora1_Name,Biome7_Flora1_Resource,Biome7_Flora2_Frequency,Biome7_Flora2_Name,Biome7_Flora2_Resource,Biome7_Flora3_Frequency,Biome7_Flora3_Name,Biome7_Flora3_Resource,Worldspace0_Name,Worldspace0_Lat,Worldspace0_Lon,Worldspace1_Name,Worldspace1_Lat,Worldspace1_Lon,Worldspace2_Name,Worldspace2_Lat,Worldspace2_Lon,Worldspace3_Name,Worldspace3_Lat,Worldspace3_Lon,Worldspace4_Name,Worldspace4_Lat,Worldspace4_Lon,Worldspace5_Name,Worldspace5_Lat,Worldspace5_Lon,Worldspace6_Name,Worldspace6_Lat,Worldspace6_Lon,Worldspace7_Name,Worldspace7_Lat,Worldspace7_Lon,Worldspace8_Name,Worldspace8_Lat,Worldspace8_Lon,Worldspace9_Name,Worldspace9_Lat,Worldspace9_Lon,Worldspace10_Name,Worldspace10_Lat,Worldspace10_Lon
CharybdisIPlanetData,Data/Meshes/Planets/HoudiniPlanets/HoudiniPlanet_atmo_effect.nif,2708274072,,4258228458,Charybdis I,CharybdisISurfaceTree [SFTR:00169857],0.64,Charybdis I,Planet,129017548.036899,128919166.124786,134055038.2,0.039045,0.0153588969260454,129200000.0,0.139626,0.510638,0.0,True,False,1917985000.0,3.617,9763.0,1.54,56075 (Charybdis),0,1,,Very Strong,Rock,,,Lakes of liquid sulphur,False,ATMO_CharybdisI [ATMO:0000C2AD],0.25,0.0025,0.001,,0.0,0.0,0.0,148.0,,,True,,,,Powerful,Possible,Possible,O2,True,True,True,High,High,Scorched,True,Rock,,,,,,,,,,,,,,,,,,,,,,,,,,"VolcanicWornNoLife02 ""Volcanic"" [BIOM:00080233]",15.0,,,,,,,,,0.0,,,,,,,,,,,,,,,,"DesertRockyNoLife01 ""Rocky Desert"" [BIOM:000A86DD]",25.0,,,,,,,,,0.0,,,,,,,,,,,,,,,,"MountainsNoLife07 ""Mountains"" [BIOM:000D1B82]",15.0,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,"DesertSandyNoLife02 ""Sandy Desert"" [BIOM:002C998D]",45.0,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CharybdisIV-aPlanetData,Data/Meshes/Planets/HoudiniPlanets/HoudiniPlanet.nif,179299119,,,Charybdis IV-a,CharybdisIV-aSurfaceTree [SFTR:00169879],0.42,Charybdis IV-a,Moon,177171.3688,177168.4886,178181.5999,0.0057,0.0226299397110939,177177.0,0.0698,0.0,0.0,True,False,40947000.0,0.02,2320.0,0.15,56075 (Charybdis),4,11,,,Barren,,,,False,AtmoNone [ATMO:003D248F],0.0,0.0,0.0,,0.0,0.0,0.0,-18.0,,,True,,,,True,True,True,True,True,True,True,Low,,Cold,True,Barren,,,Bolide Bombardment,,,,,,,,,,,,,,,,,,,,,,,"CrateredNoLife07 ""Craters"" [BIOM:000C571B]",100.0,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CharybdisIVPlanetData,Data/Meshes/Planets/HoudiniPlanets/HoudiniPlanet_atmo_effect.nif,1192469380,,2571491512,Charybdis IV,CharybdisIVSurfaceTree [SFTR:00169877],0.52,Charybdis IV,Planet,379273283.205575,378876535.996088,396616691.9,0.045728,0.0331612564623356,380000000.0,0.436332,0.0,0.0,True,False,2995372000.0,0.543,5162.0,0.83,56075 (Charybdis),0,4,,Average,Rock,,,,False,ATMO_CharybdisIV [ATMO:0000C2AF],0.25,0.0025,0.001,,0.0,0.0,0.0,-18.0,,,,,,True,Average,Possible,Possible,CO2,True,Primordial,True,Terrestrial,High,Cold,Scarce,Rock,,,,,,,,,,,,,,,,,Primordial Network,,Psychotropic Biota,Sentient Microbial Colonies,,,,,,"DesertRockyLife07 ""Rocky Desert"" [BIOM:000E37DB]",40.0,,,,,,,,,1.0,100,"FloraBiomeDesertRocky02 ""Prickly Awaj"" [FLOR:00185500]","OrgCommonNutrient_Root ""Nutrient (Root)"" [MISC:00260DF4]",,,,,,,,,,,,,"FrozenLife07 ""Frozen Mountains"" [BIOM:000FD00D]",40.0,,,,,,,,,0.0,,,,,,,,,,,,,,,,"CanyonsLife05 ""Plateau"" [BIOM:00148063]",20.0,,,,,,,,,,1.0,100,"FloraBiomeCanyons09 ""Eurymedon Bulb"" [FLOR:0018548B]","OrgCommonStructural_Leaf ""Structural (Leaf)"" [MISC:00260D68]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CharybdisIXPlanetData,Data/Meshes/Planets/HoudiniPlanets/HoudiniPlanet.nif,2695597699,,,Charybdis IX,CharybdisIXSurfaceTree [SFTR:00169871],0.42,Charybdis IX,Planet,6977793514.09818,6947682075.60347,7625339730.0,0.092801,0.0715584978461266,7028480000.0,0.349066,0.510638,0.0,True,False,20015378000.0,0.026,2440.0,0.18,56075 (Charybdis),0,9,,nan,Ice,,,,False,AtmoNoneFrozen [ATMO:0000AC31],0.0,0.0,0.0,,0.0,0.0,0.0,-222.0,,,,,,,True,True,True,True,True,True,Chemical,Low,,Deep Freeze,Oceanic,Ice,,,,,,,,,,,,,,,,,,,,,,,,,,"FrozenNoLife05 ""Frozen Plains"" [BIOM:000FC61A]",100.0,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CharybdisV-aPlanetData,Data/Meshes/Planets/HoudiniPlanets/HoudiniPlanet_Planetoid_02.nif,,,,Charybdis V-a,NULL - Null Reference [00000000],0.33,Charybdis V-a,Moon,101861.9695,101771.3882,106156.7757,0.0422,0.0189298415939013,102029.0,0.2269,0.0,0.0,True,False,12770000.0,0.001,800.0,0.05,56075 (Charybdis),5,12,,,Barren,,,,False,AtmoNone [ATMO:003D248F],0.0,0.0,0.0,,0.0,0.0,0.0,-126.0,,True,True,,,,True,True,True,True,True,True,True,Low,,Frozen,True,Asteroid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CharybdisVI-aPlanetData,Data/Meshes/Planets/HoudiniPlanets/HoudiniPlanet.nif,363806891,,,Charybdis VI-a,CharybdisVI-aSurfaceTree [SFTR:00169887],0.4,Charybdis VI-a,Moon,52669.1945924881,52539.7488588042,56359.56705,0.070067,0.122613951563835,52896.0,0.296706,0.0,0.0,True,False,6479000.0,0.021,1975.0,0.22,56075 (Charybdis),6,13,,,Barren,,,,False,AtmoNone [ATMO:003D248F],0.0,0.0,0.0,,0.0,0.0,0.0,-126.0,,,True,,,,True,True,True,True,True,True,True,Low,,Frozen,True,Barren,,,,,,,,,,,,,,,,,,,,,,,,,,"CrateredNoLife09 ""Craters"" [BIOM:000C5719]",100.0,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CharybdisVI-bPlanetData,Data/Meshes/Planets/HoudiniPlanets/HoudiniPlanet.nif,2359693585,,,Charybdis VI-b,CharybdisVI-bSurfaceTree [SFTR:0016987A],0.51,Charybdis VI-b,Moon,83476.065,83293.0051,89001.3457,0.0662,0.0600585265616576,83799.0,0.2094,0.0,0.0,True,False,23512000.0,0.251,4785.0,0.45,56075 (Charybdis),6,14,Yes,,Rock,,,,False,ATMO_CharybdisVI-b [ATMO:0000C2EE],0.25,0.0025,0.001,,0.0,0.0,0.0,18.0,,,,,,,True,Unlikely,Unlikely,M,True,True,Safe,Low,Thin,Temperate,Oceanic,Rock,,,,,,,,,,,,,,,,,,,,,,,,,,"OceanNoLife01 ""Ocean"" [BIOM:0007D725]",85.0,,,,,,,,,0.0,,,,,,,,,,,,,,,,"FrozenNoLife06 ""Frozen Volcanic"" [BIOM:000FC619]",5.0,,,,,,,,,0.0,,,,,,,,,,,,,,,,"HillsNoLife13 ""Hills"" [BIOM:001160E0]",5.0,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,"DesertSandyNoLife03 ""Sandy Desert"" [BIOM:001A2F12]",5.0,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CharybdisVII-aPlanetData,Data/Meshes/Planets/HoudiniPlanets/HoudiniPlanet.nif,1358668283,,,Charybdis VII-a,CharybdisVII-aSurfaceTree [SFTR:00169886],0.45,Charybdis VII-a,Moon,362552.811959996,362469.746303709,370313.2549,0.021405,0.115727439522743,362712.0,0.331613,0.0,0.0,True,False,11645000.0,0.062,3065.0,0.27,56075 (Charybdis),7,17,,,Ice,,,,False,AtmoNoneFrozen [ATMO:0000AC31],0.0,0.0,0.0,,0.0,0.0,0.0,-198.0,,,,,,,True,True,True,True,True,True,Chemical,Low,,Deep Freeze,Oceanic,Ice,,,,,,,,,,,,,,,,,,,,,,,,,,"FrozenNoLife07 ""Frozen Plains"" [BIOM:000FC618]",100.0,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CharybdisVII-bPlanetData,Data/Meshes/Planets/HoudiniPlanets/HoudiniPlanet.nif,3388141633,,,Charybdis VII-b,CharybdisVII-bSurfaceTree [SFTR:0016987C],0.4,Charybdis VII-b,Moon,591562.900711288,591523.475567961,598392.4944,0.011545,0.026979386806488,591640.0,0.139626,0.0,0.0,True,False,10465000.0,0.01,1914.0,0.12,56075 (Charybdis),7,15,,,Ice,,,,False,AtmoNoneFrozen [ATMO:0000AC31],0.0,0.0,0.0,,0.0,0.0,0.0,-197.0,,,,,,,True,True,True,True,True,True,Chemical,Low,,Deep Freeze,Oceanic,Ice,,,,,,,,,,,,,,,,,,,,,,,,,,"FrozenNoLife08 ""Frozen Hills"" [BIOM:000FC617]",100.0,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CharybdisVII-cPlanetData,Data/Meshes/Planets/HoudiniPlanets/HoudiniPlanet.nif,3203776727,,,Charybdis VII-c,CharybdisVII-cSurfaceTree [SFTR:00169885],0.46,Charybdis VII-c,Moon,899612.9365,898666.0197,940878.1819,0.0459,0.330643909345071,901347.0,0.1396,0.0,0.0,True,False,30658000.0,0.075,3437.0,0.26,56075 (Charybdis),7,16,,,Ice,,,,False,AtmoNoneFrozen [ATMO:0000AC31],0.0,0.0,0.0,,0.0,0.0,0.0,-197.0,,,,,,,True,True,True,True,True,True,Heavy Metal,Low,,Deep Freeze,Oceanic,Ice,,,,,,,,,,,,,,,,,,,,,,,,,,"FrozenNoLife09 ""Frozen Plains"" [BIOM:000FC61C]",100.0,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CharybdisVII-dPlanetData,Data/Meshes/Planets/HoudiniPlanets/HoudiniPlanet.nif,546395508,,,Charybdis VII-d,CharybdisVII-dSurfaceTree [SFTR:00169882],0.51,Charybdis VII-d,Moon,2059557.14511096,2044195.99430364,2310631.578,0.121907,0.105381168425083,2084165.0,0.191986,3.428571,0.0,True,False,106879000.0,0.266,4715.0,0.49,56075 (Charybdis),7,18,Extremophile,,Rock,,,,False,ATMO_CharybdisVII-d [ATMO:0000C2F1],0.25,0.0025,0.001,,0.0,0.0,0.0,-12.0,,,,,,,True,Unlikely,Unlikely,M,True,True,Chemical,Low,Thin,Cold,Oceanic,Rock,,,,,,,,,,,,,,,,,,,,,,,,,,"OceanNoLife01 ""Ocean"" [BIOM:0007D725]",55.0,,,,,,,,,0.0,,,,,,,,,,,,,,,,"ArchipelagoNoLife08 ""Swamp"" [BIOM:000F1F10]",5.0,,,,,,,,,0.0,,,,,,,,,,,,,,,,"FrozenNoLife10 ""Frozen Mountains"" [BIOM:000FC61B]",20.0,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,"DesertSandyNoLife04 ""Sandy Desert"" [BIOM:001A23C7]",10.0,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,"MountainsNoLife13 ""Mountains"" [BIOM:001DFDFB]",10.0,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CharybdisVIII-aPlanetData,Data/Meshes/Planets/HoudiniPlanets/HoudiniPlanet.nif,1003857134,,,Charybdis VIII-a,CharybdisVIII-aSurfaceTree [SFTR:0016987F],0.42,Charybdis VIII-a,Moon,195211.9472,195211.378,195683.3841,0.002415,0.0231221225738525,195213.0,0.314159,0.0,0.0,True,False,8000000.0,0.016,2457.0,0.11,56075 (Charybdis),8,19,,,Ice,,,,False,AtmoNoneFrozen [ATMO:0000AC31],0.0,0.0,0.0,,0.0,0.0,0.0,-210.0,,,,,,,True,True,True,True,True,True,Safe,Low,,Deep Freeze,Oceanic,Ice,,,,,,,,,,,,,,,,,,,,,,,,,,"FrozenNoLife11 ""Frozen Craters"" [BIOM:000C5715]",100.0,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CharybdisVIII-bPlanetData,Data/Meshes/Planets/HoudiniPlanets/HoudiniPlanet.nif,2732389716,,,Charybdis VIII-b,CharybdisVIII-bSurfaceTree [SFTR:00169881],0.44,Charybdis VIII-b,Moon,386845.386036515,386530.466876218,402451.5026,0.040342,0.129392027854919,387428.0,0.139626,0.0,0.0,True,False,9619000.0,0.041,2865.0,0.2,56075 (Charybdis),8,20,,,Ice,,,,False,AtmoNoneFrozen [ATMO:0000AC31],0.0,0.0,0.0,,0.0,0.0,0.0,-210.0,,,,,,,True,True,True,True,True,True,Heavy Metal,Low,,Deep Freeze,Oceanic,Ice,,,,,,,,,,,,,,,,,,,,,,,,,,"FrozenNoLife01 ""Frozen Plains"" [BIOM:000FC620]",100.0,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CharybdisVIIIPlanetData,Data/Meshes/Planets/HoudiniPlanets/HoudiniPlanet_atmo.nif,2405515928,2459918122,,Charybdis VIII,NULL - Null Reference [00000000],1.57,Charybdis VIII,Planet,4274096908.97275,4256953414.65785,4656526004.0,0.089476,0.0446804277598858,4303120000.0,0.296706,0.0,0.0,True,False,395632653000.0,877.428,93924.0,4.04,56075 (Charybdis),0,8,,Massive,Gas G.,,,,False,,,,,,0.0,0.0,0.0,-210.0,,True,True,,,,Extreme,True,True,H2,True,True,True,Extreme,,Deep Freeze,True,Gas Giant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CharybdisVIIPlanetData,Data/Meshes/Planets/HoudiniPlanets/HoudiniPlanet_atmo.nif,81553333,3248089896,,Charybdis VII,NULL - Null Reference [00000000],1.53,Charybdis VII,Planet,2828279646.82834,2748545228.82284,3495111624.0,0.235773,0.0780162140727043,2935120000.0,0.331613,0.0,0.0,True,False,231289696000.0,627.93,88315.0,3.27,56075 (Charybdis),0,7,,Massive,Gas G.,,,,True,,,,,,0.0,0.0,0.0,-199.0,True,True,True,,,,Extreme,True,True,H2,True,True,True,Extreme,,Deep Freeze,True,Gas Giant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
